gene	betweenness	eigenvector
C5orf24	18.000000	0.002091
ACTRT1	0.000000	0.002067
R3HCC1	0.000000	0.000926
C2orf69	0.000000	0.000403
REEP3	0.000000	0.002922
LYSMD2	0.000000	0.000888
FAM102B	0.000000	0.001254
ANKRD36	0.000000	0.001681
FAM45A	1.000000	0.001110
C17orf96	0.000000	0.001995
SH3TC1	0.000000	0.000828
EBF3	0.000000	0.001130
KIF27	0.000000	0.001271
FBXW12	0.000000	0.000323
ZBTB34	0.000000	0.000607
FOXE1	5.000000	0.002814
COX7A2	1.000000	0.005115
EPX	0.000000	0.001115
ANKRD36B	0.000000	0.001409
MXRA5	0.000000	0.000787
ZNF469	0.000000	0.001364
CCDC73	4241.500000	0.000338
HEMGN	0.000000	0.001874
FOXL1	18.000000	0.006835
ZNF182	0.000000	0.000736
SP7	101.000000	0.012519
FOXN1	0.000000	0.001252
FOXO3B	0.000000	0.000312
NOVA2	2.000000	0.002616
LDLRAD3	0.000000	0.000465
GPLD1	0.000000	0.000157
SLC25A38	0.000000	0.000111
ZC3H12D	0.000000	0.000008
FBXO36	0.000000	0.000150
IRGM	0.000000	0.000436
DLX4	0.000000	0.000037
FAM104A	0.000000	0.000361
RNF17	0.000000	0.001576
DACT2	0.000000	0.000418
ZNF157	0.000000	0.000212
TMTC1	6.000000	0.000429
PAQR3	0.000000	0.000587
RNF121	0.000000	0.001611
COQ9	167.500000	0.005688
COQ7	0.000000	0.000957
COQ4	35.000000	0.000786
COX7C	14.000000	0.003793
COX19	0.000000	0.000767
CISD3	45.500000	0.003253
COQ2	0.000000	0.003683
ROMO1	6.000000	0.001051
CECR5	6.000000	0.006151
ACN9	0.000000	0.001612
CHCHD1	55.500000	0.008206
PRSS35	0.000000	0.000688
EBPL	0.000000	0.000012
TRPV3	0.000000	0.000030
MT1H	0.000000	0.000030
ASPG	0.000000	0.000145
CIDEC	6.000000	0.000286
NFAT5	21.000000	0.002459
FGF17	4.000000	0.001869
EPHA1	1.000000	0.009622
NAA30	10.000000	0.002587
SYPL1	0.000000	0.004837
TAPT1	0.000000	0.002077
SECISBP2L	15.500000	0.001833
CA5A	0.000000	0.000853
POU4F3	0.000000	0.000510
ZKSCAN2	0.000000	0.000864
GKN1	0.000000	0.000580
ATOH1	0.000000	0.003920
INPP4B	0.000000	0.000834
KIAA1109	108.000000	0.004037
CFHR5	0.000000	0.001131
MGST2	15.000000	0.001233
ZNF304	0.000000	0.000587
USP35	2.000000	0.003229
PRB2	0.000000	0.000202
TMLHE	3.000000	0.003041
CLCN1	0.000000	0.000593
FNIP2	20.000000	0.001856
TMEM106B	381.500000	0.008985
DUPD1	104.000000	0.001034
DUSP28	0.000000	0.001689
PPM1M	2.000000	0.002894
PTPDC1	3.000000	0.003573
CSPG5	1.000000	0.000338
ZNF330	107.000000	0.018239
GPRIN3	0.000000	0.002717
ZNF99	0.000000	0.000014
NPPC	0.000000	0.000052
PI4KAP1	1.000000	0.000496
PPIAL4G	75.000000	0.001147
PPIAL4C	0.000000	0.000274
EPHA10	0.000000	0.002978
KCNC4	0.000000	0.001758
KCNC3	0.000000	0.000817
PCDHB16	27.000000	0.000763
PCDHB10	27.000000	0.000196
PCDHB11	16.000000	0.000623
PCDHB13	0.000000	0.000446
ARID3C	0.000000	0.000295
RFX7	1.000000	0.001045
FAM45B	23.000000	0.001665
DCAF12L1	0.000000	0.000256
NAA11	0.000000	0.001665
JPH4	1.000000	0.001645
HSD3B2	0.000000	0.000793
PDE1C	102.000000	0.001714
PDE1B	0.000000	0.000006
CBLN4	5.000000	0.003865
PHKG1	0.000000	0.000094
PCDHA3	7.500000	0.000272
ZNF254	89.000000	0.000506
CPNE5	3.000000	0.002178
RALGAPA2	12.000000	0.003715
CYB5D2	0.000000	0.000642
NPTX2	0.000000	0.000497
NPAS1	98.000000	0.006317
KERA	1.000000	0.000405
TMEM38A	0.000000	0.000453
CACNB2	0.000000	0.000959
TMCC3	2.000000	0.003727
ARHGAP42	0.000000	0.001384
PCDHA1	1.000000	0.000259
CHST3	8.000000	0.000742
CES2	0.000000	0.001423
C17orf104	0.000000	0.001694
LRRC58	3.000000	0.000146
NPTXR	5.000000	0.001152
FAM71F2	0.000000	0.000022
KANK4	0.000000	0.001326
PDK4	0.000000	0.002885
TH	3.000000	0.001470
ACSM1	0.000000	0.000092
TMEM200A	26.000000	0.001243
ZBTB42	6.000000	0.001479
VWA1	0.000000	0.000095
PLEKHH1	0.000000	0.001340
PTX3	45.000000	0.001784
VSIG1	3.000000	0.001751
TOX	8.000000	0.000527
EML6	0.000000	0.001448
TUBD1	0.000000	0.001543
FRMD1	11.000000	0.000460
C12orf4	0.000000	0.000188
GPR156	9.000000	0.002249
ZBTB39	0.000000	0.001647
GYPB	101.000000	0.001242
CLEC3A	0.000000	0.001908
ZNF28	0.000000	0.001164
ZNF669	11.000000	0.001382
ZNF573	0.000000	0.000947
ARHGEF35	0.000000	0.000266
DPYS	0.000000	0.000171
FAM172A	8.000000	0.001009
IGDCC4	3.000000	0.000849
NPB	0.000000	0.000836
TSPYL6	0.000000	0.003067
DIRAS2	0.000000	0.003623
KLHDC8B	0.000000	0.000686
PAPLN	0.000000	0.001196
N6AMT2	0.000000	0.000697
GCHFR	0.000000	0.000278
CAPN13	0.000000	0.001031
GNG3	0.000000	0.000297
ZNF664	36.000000	0.001394
LILRB3	2.000000	0.000152
LRRC34	0.000000	0.000017
RERG	0.000000	0.000009
TMEM184A	26.000000	0.003419
LRRC4	0.000000	0.000291
LRRCC1	0.000000	0.000694
FGFRL1	0.000000	0.001873
KMO	0.000000	0.000292
STXBP6	0.000000	0.000488
ZNF658	0.000000	0.001033
ACOT12	3.000000	0.000347
LRRN2	0.000000	0.000909
ZSCAN29	19.000000	0.001755
SETDB2	0.000000	0.000578
MUC20	0.000000	0.000341
IZUMO1	0.000000	0.000947
ZNF517	0.000000	0.000842
ZYG11A	0.000000	0.000225
TMEM194B	0.000000	0.000591
FLRT1	0.000000	0.001304
FLRT3	1.000000	0.001183
SLC39A8	38.000000	0.002393
VNN2	0.000000	0.000564
C8G	0.000000	0.000053
MANSC1	2.000000	0.002547
FAM19A3	0.000000	0.001740
ZNF692	82.000000	0.001130
C3orf38	0.000000	0.001074
MGAT4C	0.000000	0.000677
ZNF595	0.000000	0.001032
MORN2	0.000000	0.000038
IFNA21	0.000000	0.000365
WDR5B	3.000000	0.003372
BHLHA15	0.000000	0.003517
PDLIM4	4.000000	0.001687
SLC39A9	323.500000	0.005277
LRRIQ1	0.000000	0.002896
CPNE4	0.000000	0.001742
SCN3B	219.000000	0.003707
TIGD3	0.000000	0.000256
AMZ1	0.000000	0.002244
THEM4	1.000000	0.002369
LYPD4	42.000000	0.002694
C16orf71	1.000000	0.001504
IL31RA	0.000000	0.000755
OSCP1	0.000000	0.000136
ARHGAP22	11.000000	0.002567
FAM196A	1.000000	0.001375
RUNDC1	0.000000	0.001029
CACNG5	0.000000	0.001096
PODXL2	9.000000	0.003451
C4orf26	0.000000	0.001543
COX18	0.000000	0.000302
EPDR1	20.000000	0.002404
TRAM2	1.000000	0.001112
MFSD4	2.000000	0.005929
METRN	2.000000	0.000511
ID4	15.000000	0.000699
APOM	2.000000	0.000637
CT45A2	8.000000	0.000351
FPR2	14.000000	0.001793
MMP26	1.000000	0.000429
ENGASE	1.000000	0.001139
ENDOU	0.000000	0.000358
CELA1	0.000000	0.000494
TPCN2	1.000000	0.001879
PAPL	1.000000	0.000531
CD83	0.000000	0.000897
RAET1E	0.000000	0.000595
NRN1	0.000000	0.000411
FZD7	798.500000	0.002881
ZNF732	0.000000	0.000392
ZNF430	1318.000000	0.000542
PDGFD	0.000000	0.000815
LRRC27	0.000000	0.000651
FADS3	2.000000	0.002928
GDPD3	1.000000	0.000387
FZD3	0.000000	0.000566
ARL11	6.000000	0.001705
FAM19A1	0.000000	0.000016
SLC39A12	12.000000	0.005106
COX10	0.000000	0.000222
TMPRSS11B	0.000000	0.015745
SLC39A5	23.000000	0.001731
CHST6	4.000000	0.001302
C15orf27	0.000000	0.000969
SLC35F1	7.000000	0.003071
PCDHAC2	0.000000	0.000691
ADAM32	0.000000	0.000144
SLC17A2	0.000000	0.000820
CLEC14A	27.000000	0.003817
TMEM159	31.500000	0.000811
LYPD1	3.000000	0.001738
C1QL4	0.000000	0.000468
ACBD7	0.000000	0.000320
PCDHGA5	0.000000	0.000821
TMEM40	3.000000	0.000289
LRRC3	0.000000	0.000180
NAALAD2	0.000000	0.000198
TNFRSF19	0.000000	0.001229
CTBS	0.000000	0.000414
P2RX2	14.000000	0.001319
KIAA1586	1.000000	0.001001
ADAMTSL1	0.000000	0.001067
PHOSPHO2	0.000000	0.000109
ADAM30	0.000000	0.001146
SEC11C	0.000000	0.000481
CTSE	0.000000	0.000958
LOXL3	8.000000	0.001480
CHRNA3	0.000000	0.000392
ANO10	0.000000	0.003004
STS	14.000000	0.000795
SPATA19	0.000000	0.000298
GJB7	0.000000	0.001323
CRYL1	0.000000	0.002900
SLC35F5	16.000000	0.001581
PRG3	0.000000	0.000680
TRMT2B	2.000000	0.001221
AKIRIN1	0.000000	0.001128
LRRC36	0.000000	0.000931
PAQR4	0.000000	0.000507
SLC22A13	0.000000	0.000303
C7orf69	0.000000	0.000283
OTC	0.000000	0.004483
TRHDE	0.000000	0.000366
DEFB121	0.000000	0.000204
LRRTM1	0.000000	0.000571
ST8SIA3	0.000000	0.000718
PLA2G4E	0.000000	0.000191
KLHL33	2.500000	0.002442
CYP2B6	0.000000	0.000152
LRRC10	0.000000	0.001817
ENOSF1	1.000000	0.001602
KLHL10	0.000000	0.002261
ZNF354C	40.500000	0.000806
ZNF211	0.000000	0.000684
ATP6V0E1	3.000000	0.000491
FUT1	0.000000	0.000541
LZIC	0.000000	0.001265
ZNF708	13.000000	0.000883
ABHD5	0.000000	0.001302
ZNF284	0.000000	0.000501
GABRG2	0.000000	0.000935
CHIT1	0.000000	0.000570
TMED5	113.000000	0.003123
RCCD1	7.000000	0.002396
IL17RD	3.000000	0.000969
FCRL5	2494.500000	0.000366
MORN5	0.000000	0.000092
CLMN	108.000000	0.005074
FNDC5	152.333333	0.002386
FAM198A	0.000000	0.000024
NTN1	0.000000	0.000922
SLCO6A1	0.000000	0.006112
MSRA	5.000000	0.002076
GABRA6	0.000000	0.000040
RGS6	0.000000	0.001506
C12orf66	0.000000	0.000128
SLC2A14	14.000000	0.002261
SPRR1B	0.000000	0.001530
DNAI2	0.000000	0.003194
KLHDC8A	0.000000	0.001894
USH1G	0.000000	0.000745
MDM1	0.000000	0.000069
FUT3	0.000000	0.000522
ZNF416	0.000000	0.000742
CFHR3	0.000000	0.000112
IDO2	0.000000	0.000180
ZNF275	0.000000	0.000952
LRRN1	0.000000	0.000414
FITM2	5.000000	0.000341
MCF2L2	0.000000	0.001760
PLEKHB1	1.000000	0.000736
CYP8B1	0.000000	0.000535
ARG2	0.000000	0.001065
CPLX3	0.000000	0.000311
CHRM4	6.000000	0.002406
PCDHAC1	0.000000	0.000154
BMP5	0.000000	0.000094
ACOT6	0.000000	0.000124
WDR19	0.000000	0.001182
ACTR3C	0.000000	0.000321
DQX1	0.000000	0.000607
HS3ST2	1.000000	0.000702
KLHL34	0.000000	0.004127
BDH2	9.000000	0.003619
SMOX	0.000000	0.001281
SFTA2	0.000000	0.000122
NSUN3	4.000000	0.001361
CHCHD7	0.000000	0.001238
REEP2	134.000000	0.002606
RPS4Y2	1.000000	0.006640
GPR141	3.000000	0.000434
ZNF479	0.000000	0.000022
TKTL1	2.000000	0.000368
SLC37A3	11.000000	0.001026
ESAM	0.000000	0.000626
GPR155	0.000000	0.000033
C10orf107	0.000000	0.001057
GDF10	0.000000	0.000065
TMEM182	0.000000	0.000425
VIT	0.000000	0.000444
FAM78B	0.000000	0.000073
GREB1L	0.000000	0.001048
TEX261	0.000000	0.000004
GXYLT2	0.000000	0.001378
SYPL2	0.000000	0.000659
GGT5	0.000000	0.000092
FSTL4	0.000000	0.001526
ST6GAL1	0.000000	0.001315
SLC6A5	0.000000	0.001285
TTLL9	0.000000	0.001758
C10orf71	0.000000	0.000503
BBS12	0.000000	0.000218
B4GALT6	0.000000	0.000174
ZNF701	0.000000	0.000391
GXYLT1	98.500000	0.005358
TMEM108	0.000000	0.000295
TM4SF18	0.000000	0.000333
PRAMEF17	0.000000	0.000451
B4GALNT4	0.000000	0.000181
DEFB104A	0.000000	0.000146
FAHD2B	0.000000	0.001327
SERHL2	0.000000	0.000060
CCDC34	0.000000	0.000761
SLC44A5	0.000000	0.003886
ZDHHC13	0.000000	0.002973
RASGEF1B	0.000000	0.000448
SEMA6D	0.000000	0.001249
THSD4	6.000000	0.001537
B4GALNT1	0.000000	0.000733
TRPM3	3.000000	0.000630
SLC25A14	2.000000	0.001047
DEFA1B	10.000000	0.000136
CHL1	0.000000	0.000374
HMGCLL1	0.000000	0.000354
SRD5A1	0.000000	0.000790
ALDH1L1	0.000000	0.003119
C5orf46	0.000000	0.000312
ANKRD10	3.000000	0.000313
ARL13A	0.000000	0.000117
TEX15	2.000000	0.001241
AMBN	0.000000	0.000366
ZNF589	0.000000	0.001201
LRRC24	0.000000	0.000326
OMD	0.000000	0.000012
DSCR4	0.000000	0.000659
ASPA	32.000000	0.000301
PTH2	0.000000	0.000014
PRSS37	0.000000	0.000404
ANKRD30B	1.000000	0.001706
SPPL3	3071.000000	0.014471
GIMAP1	32.000000	0.000478
ILDR1	0.000000	0.000369
TMC6	6.000000	0.001428
NIPA2	0.000000	0.000245
WLS	4.000000	0.002836
ARSI	0.000000	0.000358
LPCAT4	9.000000	0.002597
CKLF	0.000000	0.000307
CPLX4	0.000000	0.001722
ZNF672	0.000000	0.000220
SLC43A1	0.000000	0.001190
CD69	1.000000	0.000114
ISCA2	1.000000	0.000972
GLT8D1	2.000000	0.002045
TTLL2	0.000000	0.000335
ZNF571	0.000000	0.000546
TMEM107	2.000000	0.000960
LMBRD1	179.000000	0.000775
ZNF221	7.000000	0.000238
SLC10A2	0.000000	0.000559
CD300E	2.000000	0.000122
CYP27C1	31.000000	0.000372
C9orf116	0.000000	0.000426
EXOC3L2	4.000000	0.000703
KLK4	0.000000	0.000393
GGTLC1	8.000000	0.000020
TAS2R8	0.000000	0.000031
SLC16A14	1.000000	0.000643
FCRL1	0.000000	0.000047
SYCP1	0.000000	0.001503
PROL1	0.000000	0.000061
C3orf70	0.000000	0.000325
GRASP	0.000000	0.000641
PTPRQ	0.000000	0.000455
C15orf26	0.000000	0.000338
CDADC1	0.000000	0.000404
ANKRD34A	0.000000	0.001998
PMFBP1	0.000000	0.000409
FAM188B	0.000000	0.005113
CCDC154	0.000000	0.000542
DACT3	0.000000	0.000436
TULP1	0.000000	0.000041
RCE1	0.000000	0.001189
FAM53B	0.000000	0.002221
KRT25	0.000000	0.001989
KRBA2	0.000000	0.000127
SLC7A6OS	2.000000	0.001765
MALAT1	1.000000	0.008421
ADAT1	0.000000	0.001184
GPR125	0.000000	0.001341
ARHGAP4	0.000000	0.001584
C17orf51	0.000000	0.000387
C2CD3	0.000000	0.001961
C2orf61	0.000000	0.000423
C2orf82	0.000000	0.001010
CEACAM19	0.000000	0.000337
CMTM8	5.000000	0.001268
CRIM1	1.000000	0.001962
DNASE1	0.000000	0.000391
FAM120AOS	0.000000	0.000715
FAM168B	26.000000	0.001422
FAM19A2	6.000000	0.001850
KIAA1644	127.000000	0.001801
LRRC61	2.000000	0.001225
LRRTM3	0.000000	0.000840
MDGA2	0.000000	0.000442
MSTO2P	0.000000	0.000362
PAPD7	0.000000	0.001842
PERP	0.000000	0.000495
PTCH2	0.000000	0.000929
SLC26A10	0.000000	0.000743
SLC35D1	0.000000	0.000963
SLC35D2	0.000000	0.001193
SLC7A5P2	0.000000	0.000936
SLC7A6	1.000000	0.002283
SNHG12	0.000000	0.000450
SNORA23	0.000000	0.000398
SNORD16	0.000000	0.000428
SNORD17	0.000000	0.000360
SNORD18B	0.000000	0.000428
SNORD20	0.000000	0.000428
SNORD25	0.000000	0.000603
SNORD26	0.000000	0.000603
SNORD61	0.000000	0.000428
SPAG17	0.000000	0.003440
SRRM3	0.000000	0.000462
STK17A	0.000000	0.001870
TMEM141	0.000000	0.000286
ZCCHC24	101.000000	0.001129
ZDHHC14	0.000000	0.000704
ZNF713	0.000000	0.000474
DMRTC1	0.000000	0.000147
FAM71E1	0.000000	0.000321
PNCK	0.000000	0.000076
COL27A1	0.000000	0.000588
FAM184B	0.000000	0.000350
OCM	0.000000	0.000224
CLCA4	3.000000	0.000641
PAQR5	0.000000	0.000595
EDDM3B	0.000000	0.001235
SPANXC	0.000000	0.000415
AQP10	0.000000	0.001110
CMTM7	6.000000	0.000864
TMEM86A	0.000000	0.000746
TMEM74	0.000000	0.003263
ZDHHC15	148.000000	0.001806
PPAPDC1A	2.000000	0.001192
ZNF25	0.000000	0.000997
VSTM1	0.000000	0.001070
LIMD2	0.000000	0.002575
ZBED3	0.000000	0.000686
C2orf40	0.000000	0.000107
UFSP1	101.000000	0.001154
CYP26A1	0.000000	0.000141
RPL13AP3	0.000000	0.004075
C6orf163	0.000000	0.000009
MUM1L1	0.000000	0.000387
ATP6V0A4	1.000000	0.001116
ARHGAP6	0.000000	0.001040
NCAM2	0.000000	0.003215
PMS2L2	0.000000	0.000334
SLC22A3	0.000000	0.000781
ZNF236	0.000000	0.001265
PSCA	12.000000	0.002146
TSPAN9	0.000000	0.001559
ABHD2	0.000000	0.000622
IGSF9B	0.000000	0.000743
SLC9A8	34.000000	0.001173
FAM19A5	1.000000	0.000460
FAM149A	0.000000	0.000444
CPAMD8	0.000000	0.000341
TOX3	1.000000	0.001814
ANKMY1	0.000000	0.000327
SLC25A37	0.000000	0.000376
SLC37A1	16.000000	0.002800
ARHGEF38	0.000000	0.000401
SPTLC3	0.000000	0.001039
TMEM63C	1.000000	0.001204
CYP4F11	0.000000	0.001987
SLC4A5	12.000000	0.004235
SMOC2	0.000000	0.000555
ZSWIM4	0.000000	0.000316
SLC2A11	0.000000	0.000709
MORN1	0.000000	0.000613
RPS6KL1	0.000000	0.002423
ESPN	34.000000	0.001374
POLR2J4	0.000000	0.000275
LOC100133669	0.000000	0.000341
ZSWIM1	0.000000	0.000327
TSHZ2	11.000000	0.001204
KCNH8	0.000000	0.000263
RPL32P3	0.000000	0.000323
GLIS1	9.000000	0.000850
ANKAR	0.000000	0.000618
HSD17B7P2	1.000000	0.000738
FOLH1B	0.000000	0.001742
POLR2J2	0.000000	0.000699
ZNF718	2.000000	0.001239
ESPNP	0.000000	0.000293
RILPL1	0.000000	0.001989
ATP9B	0.000000	0.001082
TMEM212	0.000000	0.000334
ZNF793	0.000000	0.000956
LOC400927	0.000000	0.000313
IL17REL	0.000000	0.000293
SAMD12	0.000000	0.000605
CECR7	0.000000	0.000310
POLR2J3	0.000000	0.000698
KLKP1	0.000000	0.000315
KIAA0895L	0.000000	0.001114
BAGE	0.000000	0.000335
GTF2IP1	0.000000	0.000318
SNORD109B	0.000000	0.000337
PRH1	5.000000	0.001014
KRTCAP3	2.000000	0.000496
PHLDA2	0.000000	0.001700
CENPM	22.000000	0.003683
NDUFB2	4.000000	0.000941
C14orf2	222.000000	0.001283
LIAS	0.000000	0.001357
DNAI1	0.000000	0.000713
NLRP6	116.000000	0.019295
PUS3	0.000000	0.000195
C11orf16	0.000000	0.000357
TECRL	0.000000	0.000212
LOC401052	0.000000	0.000147
APOBEC4	0.000000	0.000144
MMP8	1.000000	0.000209
ASPHD1	0.000000	0.000476
RGS22	0.000000	0.000738
FAM135A	0.000000	0.005107
CASQ1	0.000000	0.000173
MEG8	0.000000	0.000015
FAM57A	1.000000	0.000758
ZC3H6	0.000000	0.001607
HOXA13	0.000000	0.001301
HDHD3	22.000000	0.001570
GAGE2D	0.000000	0.000172
LRRC66	0.000000	0.000559
TSHZ1	0.000000	0.000983
SNORD30	0.000000	0.000175
MMD	0.000000	0.000520
SNORD29	0.000000	0.000175
FAM200B	3.000000	0.000999
MIR17HG	0.000000	0.000136
SNORD27	0.000000	0.000175
SNORD87	0.000000	0.000175
SNORD31	0.000000	0.000175
NDUFC1	0.000000	0.000282
CALCB	0.000000	0.000162
FOXD1	0.000000	0.000184
LOC642852	0.000000	0.000116
EN2	0.000000	0.000213
SNORD28	0.000000	0.000175
C9orf85	0.000000	0.000981
HSBP1L1	0.000000	0.000193
ZNF813	18.000000	0.000768
ZNF773	0.000000	0.001536
ZNF652	0.000000	0.001331
ZNF485	0.000000	0.002342
ZFP82	0.000000	0.002063
POU3F3	0.000000	0.000342
ONECUT2	0.000000	0.001366
MXRA8	1.000000	0.000941
CABP4	0.000000	0.000623
KRTAP1-3	19.000000	0.002396
SAA2	4.000000	0.000098
KRTAP1-5	8.000000	0.000507
FGF11	1.000000	0.009661
TIMD4	0.000000	0.000665
TSPYL5	101.000000	0.007030
LOC113230	0.000000	0.000765
CLDN4	0.000000	0.003387
NDST3	0.000000	0.000496
BCAS1	0.000000	0.001073
OR5AC2	0.000000	0.000478
LMAN1L	0.000000	0.000499
OR4L1	0.000000	0.000487
LRRC31	137.000000	0.010176
PQLC3	0.000000	0.000452
NEUROD6	0.000000	0.000030
KRT28	0.000000	0.001586
RAB37	0.000000	0.000346
RAB3C	0.000000	0.001606
ZNF735	0.000000	0.000332
KRT37	8.000000	0.003088
KRT74	0.000000	0.002762
EFHB	0.000000	0.000984
LRRC70	0.000000	0.000324
ARHGEF33	0.000000	0.000693
CSMD2	0.000000	0.000317
OR51L1	0.000000	0.000110
OR4B1	0.000000	0.000138
LOXHD1	0.000000	0.000352
CCDC105	0.000000	0.000264
MYOM3	0.000000	0.000431
ZNF831	0.000000	0.001212
OR13C8	0.000000	0.000133
ZNF582	0.000000	0.000571
FAM47A	0.000000	0.000131
GIMAP7	0.000000	0.000107
TAS2R31	0.000000	0.000253
CDH20	0.000000	0.000130
TMEM80	1.000000	0.001046
SLC26A11	0.000000	0.011480
PPIL6	0.000000	0.000364
OR52L1	0.000000	0.000136
KY	0.000000	0.000121
COL28A1	0.000000	0.000264
POTEA	0.000000	0.000150
VWC2	1.000000	0.000624
OR5B2	0.000000	0.000120
OR7A10	0.000000	0.000132
FAM166A	0.000000	0.000206
GALNTL6	0.000000	0.000132
ZNF727	0.000000	0.000210
ATAD2B	1.000000	0.001667
PCDHA5	0.000000	0.000122
GSDMC	0.000000	0.000124
ADAMTS9	0.000000	0.000399
LPAR5	0.000000	0.000336
DSCAML1	0.000000	0.000556
SLC5A7	0.000000	0.000486
SLC28A3	0.000000	0.001212
GAL3ST2	1.000000	0.000487
SEPW1	0.000000	0.000277
TMEM200C	0.000000	0.000351
C16orf90	0.000000	0.000181
RNF112	1137.000000	0.035021
OR52N1	0.000000	0.000138
CXorf36	0.000000	0.000193
TAS1R3	0.000000	0.000863
FAM186B	0.000000	0.001898
SYDE2	0.000000	0.003013
NPFF	0.000000	0.000091
C12orf29	0.000000	0.002107
KCNG4	0.000000	0.000334
NCR2	0.000000	0.000127
IGDCC3	0.000000	0.000120
DENND4B	0.000000	0.001502
SYT15	1.000000	0.000157
SPNS2	2.000000	0.003273
AFF2	0.000000	0.000661
ZNF749	0.000000	0.000889
GJA8	8.000000	0.002200
PCNX	0.000000	0.001009
COL5A3	0.000000	0.000653
PCDHA8	44.000000	0.001340
TDRD10	0.000000	0.000309
ZNF805	0.000000	0.001861
VOPP1	0.000000	0.001187
SALL4	0.000000	0.001541
CECR2	0.000000	0.001841
MUC4	0.000000	0.000324
WNT8A	0.000000	0.000172
ADCY10	0.000000	0.000427
AK3	0.000000	0.004379
CHST9	0.000000	0.000417
OPLAH	0.000000	0.002359
WDR87	0.000000	0.002968
CX3CR1	0.000000	0.000081
TSPY1	0.000000	0.000036
SLFN13	0.000000	0.000079
MMP25	0.000000	0.000308
HCRTR1	0.000000	0.000346
SSTR5	2.000000	0.000078
PLA2G2E	0.000000	0.000324
FAM57B	0.000000	0.000092
LCTL	0.000000	0.000516
MGC15885	0.000000	0.000076
PLCH2	0.000000	0.000251
SYCP2	0.000000	0.000437
SLC30A10	1.000000	0.004243
GRID2IP	0.000000	0.000723
ZFAND1	0.000000	0.001550
ZNF780A	0.000000	0.002087
ASTN1	0.000000	0.000303
CALY	0.000000	0.000367
ANKRD42	0.000000	0.000387
QRSL1	0.000000	0.004568
SLITRK6	0.000000	0.000464
CALML4	0.000000	0.000098
OR6M1	0.000000	0.000218
SAGE1	0.000000	0.000516
LOC652276	0.000000	0.000299
RMRP	0.000000	0.000364
C1QTNF8	0.000000	0.000522
SNORA40	0.000000	0.000432
FSCN2	0.000000	0.000382
CCDC144B	1.000000	0.000327
FLJ42627	0.000000	0.000428
KCNK7	0.000000	0.000350
DSEL	0.000000	0.001679
LOC202181	0.000000	0.000343
ALPK2	0.000000	0.001386
ZC3H12C	0.000000	0.000514
PCDHGB7	0.000000	0.000430
PLEKHM3	2.000000	0.001790
ZNF628	0.000000	0.001622
SLC45A4	0.000000	0.002388
CCDC142	0.000000	0.001179
LRRC37B	0.000000	0.000745
ZXDA	0.000000	0.000980
CLCN4	0.000000	0.000674
NTN3	0.000000	0.000718
CPEB3	0.000000	0.000411
KIAA1324L	0.000000	0.000792
GABRQ	0.000000	0.000543
ATP10D	0.000000	0.000827
ARHGAP11B	12.000000	0.002667
DISP2	0.000000	0.000670
ZNF611	6.000000	0.000842
COL15A1	0.000000	0.001177
LOC90784	0.000000	0.000475
NTSR1	2.000000	0.002470
PCSK6	2.000000	0.001468
LRRC37A2	0.000000	0.000807
SLC2A13	0.000000	0.001601
TTPAL	0.000000	0.000659
PRDM11	0.000000	0.000986
PGBD5	0.000000	0.000477
LRRC37A	0.000000	0.000675
SLC23A2	4.000000	0.000799
PIK3C2G	0.000000	0.000594
ZNF804A	0.000000	0.001062
C9orf84	0.000000	0.000079
SLCO1B3	6.000000	0.003210
DPPA3	0.000000	0.001464
AQP7P3	0.000000	0.000054
TBC1D8B	0.000000	0.000834
FCRLA	0.000000	0.000287
SEZ6L	0.000000	0.000405
HLA-DQB1	31.000000	0.001193
SLC17A7	0.000000	0.000825
SLC17A8	0.000000	0.001045
SLC6A1	3.000000	0.001462
HABP2	0.000000	0.000656
LRRC69	0.000000	0.000041
PDPN	1.000000	0.000534
NUDT4	0.000000	0.002882
CA1	0.000000	0.000360
IRAK1BP1	0.000000	0.000403
KLHL30	0.000000	0.000039
SLC12A1	0.000000	0.001897
DAOA	0.000000	0.000002
MT1G	8.000000	0.000286
PCOLCE	0.000000	0.001173
KCNH5	2.000000	0.001082
DMP1	0.000000	0.000117
RAB19	0.000000	0.000124
C1orf53	0.000000	0.000062
COX7B	3.000000	0.000339
ANKRD34C	0.000000	0.002015
LTBP2	17.500000	0.001282
MMP20	0.000000	0.000268
KRT39	0.000000	0.002333
SCN10A	0.000000	0.000329
UHMK1	313.000000	0.000673
FAM196B	0.000000	0.000124
TRIM60	0.000000	0.000467
TMC2	0.000000	0.000168
ZC3H12B	0.000000	0.000135
ATP8B3	0.000000	0.000990
HCG18	0.000000	0.000227
H19	0.000000	0.001727
PAQR6	0.000000	0.000217
ZNF841	0.000000	0.000480
CBWD5	0.000000	0.001482
ARMCX6	0.000000	0.000235
NBPF6	0.000000	0.000227
LRRC37A3	0.000000	0.000570
FILIP1L	0.000000	0.000940
SPOCD1	0.000000	0.000317
ACRC	0.000000	0.000381
GPC2	2.000000	0.000472
SECTM1	0.000000	0.000304
TIAF1	0.000000	0.000180
ABCB5	0.000000	0.000676
MBOAT2	0.000000	0.003071
ZNF548	0.000000	0.000036
ZNF470	0.000000	0.000137
SLC25A18	0.000000	0.003959
NEURL1B	0.000000	0.000071
SNORA81	0.000000	0.000144
ATP8B4	0.000000	0.000387
