gene	log2FC	pvalue	FDR
ANAPC1	-0.14247815106579687	0.03708615870558927	0.05601839788913748
HMCN1	0.0013304139635392787	0.9960146234818852	1.0
ANAPC2	0.32479715013901433	2.714219954233574e-09	1.317109617193365e-08
ANAPC5	0.46974369786839176	1.8255941910206077e-20	1.1602665302930974e-18
ANAPC4	-0.30881103645350905	0.0011411942287758209	0.002250498798464094
ANAPC7	0.021192330861909525	0.5088358774729975	0.5755837259533065
KIR3DX1	0.015886862835959217	0.4173912345317249	0.48557139123215437
RPS6KA1	0.48722385696631676	8.039094726114925e-08	3.0970890281253814e-07
RPS6KA2	-0.025159121099786574	0.6915079127773718	0.745418368980805
RPS6KA3	-0.1488509422304638	0.036322762821170716	0.054949302107528304
RPS20	0.36137269848624776	1.512141819404954e-05	4.047772732338188e-05
OR12D2	0.0566076845844918	7.933356667801296e-06	2.215875617210601e-05
RPS6KA6	-0.25166984862527375	0.09576016076714168	0.13280193094669346
SMYD5	0.24204077077540553	2.553784151485456e-11	1.7999044201260657e-10
PISD	-0.09369737411182477	0.020214786633235695	0.032180211092720894
PSMD14	0.0917946323756631	0.05103974312974426	0.07508479270820054
PSMD11	0.28617606580166566	9.80243649924256e-12	7.481630072280841e-11
PSMD10	-0.15250956904540658	0.00030498745230702565	0.0006605427723540763
PSMD13	0.3395038770466474	1.6975930174728906e-07	6.205664619540994e-07
PSMD12	0.07737035063330389	0.014480806870847773	0.02373358604620323
HBQ1	0.7023654850169914	7.273211546477117e-14	8.911529096630587e-13
FTCD	0.08488611368551613	0.5688864358669027	0.631592377668965
EDIL3	-1.737863886314484	2.3698347467792787e-12	2.068703937991743e-11
UTP20	-0.14605132839048096	0.018777092791783596	0.0300987381211068
SENP5	-0.08822749459374712	0.036806804120855074	0.055619625581959535
MAGEB6	0.0028340361445783127	0.7810690075647035	0.8259056211532592
MINPP1	0.053412843682426825	0.4120027559674452	0.48002207888659887
RFPL1S	-0.7425344918134131	0.0010078623893788527	0.0020064935790015336
LEUTX	0.005492570281124498	0.026281646521389566	0.0408508201365077
METTL2B	0.02324427710843313	0.677118358855791	0.7321582254546549
GANAB	0.2102524714241749	0.00041435451388982975	0.0008803919563938749
WFDC5	-1.7483253552672227	2.1244985199699718e-08	9.00157891424314e-08
SMYD2	0.5949967408093855	2.0337795001157957e-11	1.4618462703213273e-10
VAV2	0.8159726830398402	4.652701964739187e-18	1.5463475520729506e-16
SMYD3	0.7198552826691413	4.297451415274443e-18	1.4459660056099892e-16
VAPB	0.0885779579857946	0.0059906505969919656	0.010472458396520858
VAPA	-0.20957574915043864	4.682108002682287e-09	2.184849711170077e-08
NPHP3	-0.16804508804448837	0.06265176322805917	0.09052105327872202
MKI67IP	0.37806312944083587	1.1544601212546972e-09	6.023366585595798e-09
NPHP1	-0.2916517454433123	9.555574606216348e-05	0.00022590816797989836
LOC148824	-1.015205560704357	3.791070278066136e-07	1.3117272136906326e-06
NPHP4	0.3289783518690168	1.734535231624436e-05	4.597689401344824e-05
SNORD91B	0.0	1.0	1.0
CTH	0.22994726598702542	0.013014145076349218	0.02149012322899191
EXOSC10	-0.006601189372879901	0.7834582626260639	0.8280292130915164
ARF3	0.021419192153251387	0.5160355881465798	0.5824358471260805
ARF1	0.19204006024096287	0.00047798197963459566	0.0010057518208458442
ARF6	0.36117377201111545	6.269033537388795e-11	4.121709406191254e-10
ARF5	0.33499118010502293	1.3292519617949843e-06	4.214209545153994e-06
ARF4	0.09750037071362883	0.05970851798318794	0.0865793426872964
LOC645166	0.09297539388322562	0.3389028730543626	0.40430257127934277
SNN	-0.3601387627432864	1.9870051129359583e-10	1.2003764073033905e-09
MOBP	0.16644008341056504	0.048489147517838053	0.07166871416073221
PTPRCAP	0.5069469029966029	0.0009687633988753805	0.0019364577191424749
C6orf186	-1.4383766527649073	1.40296991627867e-11	1.0400734686300536e-10
C6orf182	-0.1754341674389961	0.0027224624941850576	0.005040497851244158
IRF2	-0.3948785449490284	1.3081992141456683e-23	1.7129528987150753e-21
LOC255025	-0.008148192771084337	0.5389173328072124	0.6034363870748799
MYLK4	-0.6015826536916924	1.7540693859063705e-09	8.809254198720164e-09
MYLK2	-0.26223434507259724	0.31084035974957924	0.37766495581424564
MYLK3	-0.6110014365152932	0.005913326127085659	0.010353798670721273
RBMY1J	0.0018479919678714859	0.17177009603159246	0.22356855133788586
RGPD1	-0.008572930182267235	0.913741601569626	0.9424450722082847
RGPD6	-0.015410742971891267	0.7599535831657883	0.8065601115083776
PPP2R2C	-0.22196014056225621	0.039996265838255156	0.060080085297879345
RGPD4	0.14377351714550723	0.006492876862855538	0.011297564160344858
RGPD5	-0.7427451034908845	1.2056094081410307e-07	4.5196837004748954e-07
MOB2	-0.1595080552981134	0.023891124793507214	0.03743494005995334
RDM1	0.9209430722891586	3.958251300816934e-11	2.7072545712572966e-10
RGPD8	-0.026423015137473083	0.8931249720951295	0.9246029907344131
PQLC3	-0.46966343064565663	1.6604274064646672e-08	7.146742595428912e-08
OR10S1	-0.010194779116465862	0.47761411946617993	0.546103129969326
PQLC1	0.04568066882916888	0.3704884650780639	0.4376596346161302
RGS17	0.8854325841828832	0.00035025363134068386	0.0007515412567444329
RAB11FIP3	0.4567625502007999	8.451123438365863e-14	1.0205201058684466e-12
LOXHD1	-0.30991136855112816	0.08526132431413135	0.1198422235703543
RAB11FIP1	-0.1131178483163442	0.3035611059319059	0.36948169999641095
RAB11FIP5	-0.043182421995672016	0.32605084252555727	0.39124661108178826
PATL2	0.5894540160642565	0.00012794522157939459	0.000295978856561273
TMEM101	-0.28895118937287023	0.05063416484826701	0.07455522335333503
SLED1	0.6597582020389257	0.0004139938540454695	0.0008797976546277205
LOC100129550	0.037928019771396926	0.5402152478931518	0.6047027823774616
LRRC25	0.06404457831325328	0.6449194083431662	0.7025846160659112
FAM176A	-1.7826860827927073	5.02959334302569e-10	2.814707541297796e-09
KLRAQ1	-0.04124592987333031	0.3619032547474631	0.4285426642618685
FAM176B	0.36459854803830627	0.0001345635489867377	0.0003097070415899757
RAB7A	-0.030311716095157593	0.288200083832611	0.3530784027835437
LOC100133469	0.07807158634538153	0.3222826490944274	0.3872808304243959
MYL6B	-0.08859763670065135	0.3878440101812426	0.45484932584976207
SNORD87	0.0	1.0	1.0
NRN1L	-0.03310244053135536	0.7542616072414472	0.8015366331768895
SLITRK6	-2.0262556379363534	5.416081588367401e-19	2.2903492102092184e-17
IFIH1	0.18244715013901924	0.005745765249825457	0.010086412006962215
RNASET2	0.11141151529194637	0.14698949685450044	0.19514803955713544
ACTR10	-0.11874580630213849	0.003983233388587176	0.007179068070840039
HMGB3	0.710457159406868	2.3734329327912255e-12	2.0701821118439037e-11
EEF1A1	0.061027942539393365	0.3056653732884458	0.3717098888775684
EEF1A2	0.7164202425084962	6.079663832666824e-05	0.00014821396710054517
LRRC20	0.14530824837814116	0.0952615973530958	0.13225639244167672
SLITRK4	-0.6029869400679653	0.0010869597057155474	0.0021513527739421908
CHP2	-2.8457916975594686	8.729465738045821e-17	2.1271711578717933e-15
ARL11	-0.36013469261661735	0.004943796978598311	0.00877927868683112
ARL10	-1.2025779270929875	1.7684817284000094e-15	3.1302702645360426e-14
RAB2B	0.03294331170838838	0.4792026342391381	0.547296592072037
SLFN12L	-0.1343051436515308	0.4154646651774353	0.48364074348204444
ARL15	0.010193381217183273	0.8862836180023795	0.9191841168479684
ARL14	-0.5253752394192155	0.023718107049922787	0.03719601550051383
ARL16	0.22559736638863193	0.00066152400329168	0.001359319884245411
LOC550112	0.1510290701266559	0.021538602870652734	0.0340680448258265
FRRS1	-0.9765374961383984	1.0205443099738533e-07	3.85917730020732e-07
SNORD86	0.0	1.0	1.0
HYALP1	9.096385542168607e-05	0.9949636206031961	1.0
GCHFR	-0.23122028884769907	0.06559327103789289	0.09439455371289988
TSPYL5	-0.7257471269694094	9.357606314684646e-17	2.254954887538641e-15
ZNF534	0.18887801204819255	0.022396068677757328	0.035311254082383094
RPL7A	0.5963339589125809	4.102214848285003e-11	2.79691787773911e-10
AASS	0.18217813561940766	0.004176552794344803	0.007503847870547084
WDR45L	0.3037896045721258	6.972705615167831e-09	3.1772649759205636e-08
MGC34034	-0.0149929718875502	0.40889328784633316	0.4766547519375683
KIF4B	0.578566380908248	8.230066086514031e-07	2.6835991067577103e-06
KIF4A	2.3180744516527696	2.265770682963873e-15	3.921082130963594e-14
PEX14	-0.48452020389249206	1.6069107793680444e-08	6.930121567528534e-08
CLIP3	-1.4662028035217816	1.5380978466939517e-13	1.7558873317090196e-12
ACTL7B	0.06360259499536605	0.12462706404153244	0.1684425981847251
ACTL7A	0.045566388631448865	0.0003468577997941087	0.0007448430286825477
ZSCAN12	0.03735427092987642	0.570112319095182	0.6327594652702654
ETNK2	-1.4160737720111154	1.6831636760919298e-31	1.2195081887844729e-28
ETNK1	0.028541342292243144	0.652425140929876	0.7096233418360581
CLIP4	-1.271982537843682	1.198416111729574e-19	6.143578444470287e-18
MNDA	-0.43169830861908753	0.031486065035533244	0.048223020688581635
LRRC28	-0.07258850787766224	0.023505944286859384	0.03688458020640886
RABAC1	0.15992774173617086	0.02957938657546304	0.04555963340449721
HEXDC	0.6831507645968316	7.421796962213579e-12	5.798712392907058e-11
DHRS7B	0.016873918751935335	0.8052861417329574	0.8477188868998239
AP3B1	-0.2655686901451926	4.4881944788130195e-09	2.1006760377148967e-08
CD48	-0.19840642570281464	0.251941364871305	0.31346293685418913
TRIM65	0.3007332715477311	3.059835844428743e-11	2.1330529799391647e-10
MND1	0.8442501235712085	3.098245475119633e-07	1.086535392823497e-06
CD44	-0.4868022474513527	2.301036177663477e-09	1.1331065327977647e-08
CD47	-0.25299511121409957	0.0012977368571093792	0.0025380248628873014
CA14	-3.150585349088662	1.8845050311078007e-20	1.1907442254697428e-18
CA13	0.2698000154464033	0.015326987525933903	0.024996053486171916
CA12	-1.5828167207290749	5.944197271884383e-14	7.366195661441217e-13
CA11	-1.1920562480691999	1.7883507394364283e-19	8.744281129264872e-18
CA10	0.2001804680259469	0.23968639605094252	0.29962177965052256
FPGT	-0.05790510503552504	0.29653393704848113	0.3620232338623785
FGFR1OP	0.2153919524250858	4.694415376325795e-05	0.00011618972058735764
VMA21	-0.003188863144888643	0.9300871147662991	0.9557665245158982
PDX1	0.5081186283595925	3.619597334450336e-05	9.087037151953396e-05
GCNT1	1.667781587890012	3.2266903637693225e-14	4.2609563637235717e-13
CETN4P	-0.18554824683348659	0.04529197008194364	0.06737382026424357
MAF1	0.09873445319740348	0.049001802526958044	0.07232807141966319
RAB20	0.32101765523633574	0.0007056034757666023	0.0014449780619241442
CALY	0.040882769539696495	0.8173667488868802	0.8585234200157161
EIF4E3	-0.651197451343835	1.517299681756479e-08	6.567109893002553e-08
EIF4E2	0.2177971424158205	5.556474178501452e-10	3.087308863596819e-09
RAB24	0.5555457213469257	1.4577597259766988e-13	1.6729601585971238e-12
RAB25	0.3198394423849198	0.002679829046939002	0.004965794046399501
RAB26	1.2032645891257303	2.7612400614215618e-11	1.937324531151035e-10
PIK3C2B	-0.30379519616929684	0.0004531328068895553	0.0009558709909308399
GLRA3	-0.11651363144887245	0.3298134199290501	0.39506362259328964
GLRA2	-0.15639895736793327	0.1601935319056148	0.21031448474875838
CALR	0.5630594531974094	1.0416112934944232e-12	9.767240325882131e-12
DZIP1L	-0.5338758418288556	2.3735673513591394e-05	6.138964772625209e-05
ASAH2B	-0.2195430491195558	0.20562020803487896	0.2620429863195375
GLRA4	-1.346806178560395	1.0963290900468406e-12	1.0236172294354866e-11
WDR78	0.12387180259499075	0.07047215017764422	0.1008415178578851
RPS29	0.6150929487179582	1.433878230334843e-13	1.6504983498845343e-12
FAR1	0.1163876892184117	0.08605862032403903	0.12080665017846244
ACTR1B	0.00907643651528467	0.7911056335884237	0.8352993321518497
ACTR1A	-0.04615965400061128	0.22194917148906598	0.28022114262815623
FAR2	-0.25282735557615243	0.09509918264808856	0.13209840452702282
WDR70	0.12975825610133107	0.0024239690290145	0.00451554600742708
WDR73	0.12534776027185934	0.010303074786367768	0.017336091775544963
CHPF	0.35756139172072565	9.567391129450864e-07	3.0936747038045817e-06
WDR75	0.33096747760272294	2.457693086346736e-13	2.6710208462416323e-12
WDR74	0.5010449799196746	1.0577641569202245e-14	1.5348172039264352e-13
WDR77	0.371252788075374	4.374278426468995e-12	3.609693085714885e-11
WDR76	-0.2855502857584238	0.0013310331028145975	0.0025980006755368257
WNT3A	-1.513252695396969	1.1755828003149592e-09	6.118286084578238e-09
COL23A1	-1.63139274791473	5.886356467282486e-14	7.320862734378612e-13
TRHDE	-1.9558262511584843	1.389576900065474e-14	1.976691328522457e-13
SYT15	-0.7749021007105314	9.098967890476191e-08	3.4746164101790325e-07
MCF2	-3.060630197713934	2.7852659906449957e-11	1.9516615594023092e-10
NTAN1	-0.3544373107816021	0.0024376061381445515	0.004539394021479608
PPP2R3A	-0.6633502008032064	5.777453857604187e-15	9.021460994891135e-14
NQO2	0.11490279579856733	0.095632036230878	0.13268594022177738
CDO1	-1.4637450185356844	7.986586816120403e-06	2.2287791052092546e-05
C1orf230	-0.8010968489341985	3.2779716220792827e-06	9.725633521364358e-06
NQO1	-0.25199607661414447	0.011282687845052593	0.018858851353434573
PRPF8	-0.12357847544020473	0.01862957085441054	0.02987989611064548
SFMBT2	-0.7364580784677166	6.646338248150959e-05	0.00016087395118241564
RGS11	1.5062322984244663	3.9770760603250195e-14	5.133356606129729e-13
LOC572558	-2.4469637009576823	4.542285683891141e-19	1.974622432501157e-17
FLJ35220	0.24481302131603222	0.001274818180995277	0.002497246573730474
NID2	-0.9192890485017005	3.184115012625183e-08	1.3063405797361453e-07
PRPF3	0.17261771702193407	0.002274417963627729	0.004257384503738574
PRPF4	0.016583286994121593	0.6247715808346772	0.6835817517881075
PRPF6	0.16859065492740122	0.00023583811288370123	0.0005211648252989152
FILIP1L	-1.1419426861291324	5.324033702584155e-10	2.967261450240236e-09
TPCN1	-0.3751603181958636	0.00010325826181106169	0.00024285020328124185
RUNDC1	0.1583855730614694	0.006710605057223919	0.011654019776591492
CD177	-1.6197232391102876	0.005783621066976724	0.010149587236541746
PCF11	0.1495050432499152	0.008881029272828177	0.015097610845783925
GSTTP1	-0.040428035217794256	0.18592397381348194	0.2396373040091226
GSTTP2	-0.06488887859128822	0.22943769056032012	0.28846932218990734
C5orf48	0.01155122798887859	0.4404069350533758	0.5083201540102048
C5orf49	0.9073222582638278	3.411058419583477e-13	3.6026611179818493e-12
CLEC1B	0.020959437751004013	0.0002995373436783612	0.0006491269892515314
NID1	-1.0741937982700076	7.336240651242981e-10	3.980542356350909e-09
C5orf44	-0.13139229996910906	0.10555885849196736	0.1448319245159325
C5orf45	-0.07983063793635647	0.22029104399274788	0.27835403628801114
C5orf46	0.43526225671918417	0.08641534310365982	0.12124476489163116
C5orf47	0.07756160797034284	0.21126785342786825	0.2682311952165972
C5orf40	-0.03033182730923667	0.7732477716526519	0.8189900382341897
C5orf41	-0.9655652764905778	1.3157619742041513e-15	2.397885282149527e-14
C5orf42	-0.15005956132221954	0.057764866835400504	0.08395140047701694
C5orf43	0.004005050973116653	0.9318164646562979	0.9571816009342764
PABPC3	0.35500571516837276	0.00014497399429716919	0.00033240028903410015
TPCN2	-0.12027014983008755	0.05422693547948765	0.07924409503712138
IL31RA	0.464860086499848	0.003811809374421537	0.006881518983590243
NCRNA00171	0.3588554294099513	1.270455760777957e-10	7.935237475939562e-10
RFFL	0.3371486716095191	7.585917217020769e-09	3.432295933163269e-08
NCRNA00173	0.5339666203274622	0.00025232837020339676	0.0005546732862804442
LEFTY2	-0.4840775641025612	0.021417320564053637	0.03390087968105664
NCRNA00175	-0.14571207908557313	0.016704472755981	0.02705980174571494
NCRNA00176	0.9019713932653688	2.874120125995911e-10	1.6893422135924047e-09
LEFTY1	-1.0837917979610814	3.1355659343967295e-08	1.287880974112761e-07
ARRDC4	-0.24664623880135217	0.0010926110040559024	0.002160963856611382
ARRDC5	0.07601303676243432	0.48778298538619214	0.5555675419384968
ZWINT	0.8203696632684547	1.7002004527655114e-09	8.558489356487067e-09
ARRDC1	0.41606088971269095	2.1920686001017864e-06	6.708927498143119e-06
ARRDC2	-0.4453154000617836	3.373137581690303e-05	8.499712320382613e-05
ARRDC3	-0.535011329935136	5.6120404502735924e-08	2.2235383016249872e-07
FAM120AOS	0.16470688909483577	1.84797378859088e-05	4.8687949416741056e-05
FAM45A	0.008070481927706652	0.866565956099156	0.9020918401231444
KIF14	1.3621422227371016	1.319637224480556e-10	8.209397456012984e-10
RAB27B	-0.09603414426938794	0.6985609214961735	0.751530399408079
FAM45B	-0.37743162650602713	5.368348618526303e-06	1.542655018142355e-05
LOC388796	0.8404958526413386	1.5323582700079214e-15	2.7709932909228103e-14
SH3BP5	-0.5912647822057444	0.00030905597370177977	0.0006685550004360952
RHBDD2	-0.2410537920914564	0.05683000976285819	0.0827587493102965
CSAD	0.5437926166203333	1.206313404532314e-05	3.277553520114297e-05
RABGAP1L	-0.7403373262279853	6.69433290615067e-11	4.377497594707911e-10
ELK3	-0.7287076845844931	5.923288643031757e-07	1.975884007749206e-06
CDON	0.1446400525177589	0.1932270588191166	0.24802074822796258
ELK1	0.09146447327773366	0.019630273604488928	0.03133779279922654
GPHB5	0.0009405622489959839	0.31779712550489847	0.3830766592709937
ELK4	0.24069454742044627	0.06032873619719738	0.0873970547842097
KTELC1	-0.357922536299041	0.000664571153972647	0.0013653231193525004
PAK6	-0.7973189295644136	7.295928207139582e-09	3.309355081602378e-08
PAK7	-2.1985064025332113	5.3327856517114845e-27	1.4135784015317175e-24
PAK1	-0.6779910874266264	1.0481568120613068e-14	1.5229101916420164e-13
PAK2	0.0056793249922826305	0.8680413900213566	0.9034546855728887
PAK3	-2.413234476367005	1.0252647336152496e-17	3.1476206567600374e-16
TTR	1.063067037380292	1.772320392994039e-05	4.687655884901245e-05
FAM122A	-0.3836316110596183	1.0811179712025426e-15	2.008476942056279e-14
FAM122B	0.025358989805377874	0.4326253722662662	0.5010414051353134
FAM122C	-0.08864708835341872	0.23050237011292404	0.28964039292256427
SH3BP2	0.1038314334259951	0.15217226991589639	0.20104646601579892
NSDHL	-0.361439620018535	4.6883103619645845e-06	1.3594598989816197e-05
ZNF200	0.1160833719493235	0.009181469629559902	0.015571818341769197
KCNG1	-0.9723290855730635	1.555499810397538e-08	6.716397274294972e-08
KCNG2	0.0145449026876735	0.8342535052942195	0.8738114008806455
KCNG3	1.88366514519617	2.2484685223604433e-14	3.081507679825132e-13
KCNG4	-0.35215444856348477	0.001716903471597302	0.0032845109891426654
NUBPL	0.007220451034902098	0.87116112323851	0.9057475449494046
PPP2R5C	-0.2973507491504499	4.806156551082067e-15	7.63644874227484e-14
KRT19	-1.1537459839357478	1.1004022449806628e-09	5.771800964502821e-09
LOC115110	0.8053663577386407	3.0385711732834224e-10	1.7763954551503085e-09
PANX1	-0.13195657244361136	0.012970074956692562	0.021429496445061064
MYL1	-1.5957373571207907	0.007295809264412389	0.012579859604257315
NPB	0.49098015909793036	0.00011420474020261343	0.0002658336081649181
OR4C11	0.015622806611059623	0.38866221918290256	0.4556613805911311
CEP97	-0.4687336422613555	2.860700017497109e-05	7.31359392852472e-05
OR4C13	0.007974698795180722	0.31779712550489725	0.3830766592709937
OR4C12	0.012412048192771084	0.004023069387399761	0.007246058684497946
DEFB116	0.0	1.0	1.0
DEFB114	0.001129718875502008	0.31779712550489675	0.3830766592709937
DEFB115	0.0	1.0	1.0
DEFB112	-0.08830576923076923	0.13359009561430993	0.17906477049041936
DEFB113	0.0009152610441767068	0.31779712550489425	0.3830766592709937
CYP2D6	0.8750067809700339	2.3331667835928585e-06	7.10475107987873e-06
SUB1	0.1347783750386231	0.008264968268353295	0.014127662022721551
ATXN7L3	0.000936754711153398	0.9821649348269696	0.9991058878246393
PIGG	0.14068558078467142	0.024085979786702995	0.037707638767197946
TTTY4C	0.016787751004016065	0.004419502279862503	0.00791287492216568
MFSD2A	-2.5327673154154997	3.693171361394502e-07	1.281116704616516e-06
DEFB118	-0.0667991890639481	0.0570234980750713	0.08297380868655442
DEFB119	-0.0691553985171455	0.05773097723658709	0.08392459344665978
LCN15	-1.3406684738955825	0.0005937561559047155	0.0012317125219264075
DMBT1	-1.7058675007723214	3.05904735744048e-05	7.764065081892372e-05
C10orf58	-0.15419449335804636	0.090532017064234	0.12641680090634655
ATXN7L1	-0.29807924776026695	8.637863301859083e-07	2.809826350332371e-06
LCN12	0.16501070435588705	0.5112120610893249	0.5775915043059344
C10orf54	-0.9289663654618483	2.517444267885566e-14	3.3902830611375875e-13
C10orf55	-1.1604053444547402	3.4414458018830834e-13	3.627704459249791e-12
TNS1	-1.6160699876428772	6.383750244747879e-20	3.4689298829959977e-18
C10orf57	0.23182686901451888	0.01642419412798493	0.026641513698946302
C10orf50	0.02554060086499854	0.5344716514854677	0.5992611068135834
ZIC1	-0.546353452270621	0.0039213619344451575	0.007071073752040811
C10orf53	0.08739314952116153	0.016038399378200546	0.026035149281894477
HEXA	-0.3461061785603867	1.4653287401660563e-07	5.400200999703188e-07
ZBTB12	0.13756316033364158	0.026032443774886775	0.04050982230032495
ARID2	-0.19527461383997036	0.0002984697017422826	0.0006472004625967931
SPRR4	-0.06179463237565648	0.38050567050588335	0.44778945609723236
LOC652276	0.04188931109051186	0.51686000192418	0.5828820692032778
LOC401093	-1.2962196709916682	4.0588851244744727e-13	4.237460473850967e-12
SPRR3	-1.063590871177016	0.0002709899707318927	0.000591864751188547
HIF1A	-0.3669074374420713	2.2604728656452005e-05	5.8632026500792456e-05
OR8D4	0.009044748223663886	0.45323450197932114	0.5214643836027167
OR4B1	0.009111244979919678	0.005169690408913091	0.009146051662716504
NT5DC1	0.02637550200803318	0.6821935337727749	0.736912764639948
NLRP6	-0.07526071207908602	0.5175471162619129	0.5835963954694406
OR8D1	-0.12741629595304296	0.014913151908958151	0.024368686655624295
OR8D2	0.0005110982391102878	0.9491569967292806	0.9713218682159906
RBMY1E	0.0009383534136546184	0.3177971255049014	0.3830766592709937
ARGLU1	0.5416941767068355	4.383624881064777e-06	1.2751936618686294e-05
NLRP1	-0.814111160024714	3.4979964396800995e-07	1.2161300481907652e-06
SNORD91A	0.0	1.0	1.0
NPW	1.0655710225517447	8.314011652209451e-10	4.4576555814608934e-09
ZBTB16	0.24761303676243962	0.06162705797048807	0.08915906097221303
SPANXN3	0.005440361445783132	0.16810664285512644	0.21940470692320332
TMEM194A	-0.14152032746370757	0.008547663823809537	0.014574209356316606
LOC400940	-0.17696700648748825	0.040535031736751125	0.06083053368061464
ZNF775	0.5911234399135061	4.0456925028153414e-14	5.215727890936789e-13
PIGQ	0.26856551590979727	0.00011725782314953487	0.0002724733850735824
CALML3	-1.7109037766450461	5.627096920054757e-06	1.6097733436997918e-05
CD164L2	0.09464482545566888	0.5674241282539556	0.6303552515449238
NLRP2	-0.7647790778498536	0.03692142041643365	0.055785068411761556
GLYCTK	0.5869458989805283	2.3713615228274343e-11	1.681145272673748e-10
CALML6	0.4661607198022846	0.0009964256926868749	0.001985907652323667
CALML5	-0.3443921377818975	0.022231137701425464	0.035062154056128086
CALML4	0.015046192462150998	0.8257146897056724	0.8662870207279899
COX18	0.06678936515292122	0.1889662823692971	0.243097248673002
COX19	0.11996696787148409	0.015314261577652529	0.02497904770012422
PFN2	-0.03476687519307653	0.5534150323038146	0.6170631549274502
AADAC	-0.04767936360827926	0.5878137132467026	0.6492895045802586
PFN4	0.3811362990423244	0.0004980338996222517	0.001045111492777492
CREM	-0.41974145041705313	0.0002697228639836561	0.000589689818099854
SHISA2	0.5427892338585147	0.031018318949991214	0.047576392872585326
SHISA3	-0.022652950262588956	0.9206540661762586	0.9483146991947283
COX10	-0.11062971887549455	0.0033038761358864252	0.0060357246335205365
COX11	-0.07547380290392702	0.10064535489536026	0.13866806757134575
TMEM219	0.09110930645658932	0.1816474642075017	0.23473776944198912
GAS2	-0.15881880599320475	0.12758078880908882	0.17198561309565583
ARPP21	-0.016690546802595962	0.9474403682797217	0.9701132393502935
COX15	0.018613067655241622	0.5369560103716691	0.6016741850416847
COX16	0.5446745906703754	1.4284271658543543e-11	1.058224024437977e-10
COX17	0.4305873957368025	6.27276613607331e-05	0.00015251101200636406
PDGFRB	-0.07348690145196635	0.5948953053281308	0.6555127424015134
ANKRD13D	0.21117614303367027	0.0012736126637090427	0.0024955666615942202
LOC158572	-0.45205340593142296	1.3132468578834126e-13	1.5199538712967974e-12
ANKRD13B	0.8842475671918386	2.69521050314877e-12	2.326572497872981e-11
ANKRD13C	-0.028152401915345848	0.45767508725324324	0.5261835235658783
ANKRD13A	-0.32461580939140333	1.7401424486014586e-07	6.348394807452384e-07
KIAA1467	0.6579384151992507	7.806109259049046e-09	3.526051347769951e-08
AIDA	0.13223802903922888	0.0952612434176138	0.13225639244167672
TIMM8B	0.42998720265678436	5.430031786851842e-09	2.5112164025321623e-08
KIAA1462	-0.904479379054683	1.483198420113519e-11	1.0928407071046593e-10
SCN10A	0.04847516991041091	0.19272174129733832	0.24740135653431053
PDGFRL	0.21336816496755784	0.042501893042125774	0.06355401397658543
SUN2	0.1444046184738923	0.02170907080081143	0.03430771869466608
PPA2	0.32815337503861386	2.0649522577519503e-09	1.0266194481815278e-08
PPA1	0.20562934043867998	0.005452866745431217	0.009600154833848448
tAKR	-0.05446651992585724	0.20228519913225496	0.25824451358737777
MCTP1	0.19090026258880943	0.3197909611053769	0.3849676744897249
MCTP2	0.34017625888168723	0.001013598450217595	0.0020168048255153467
LOC339568	0.00243714859437751	0.16008543798508235	0.21022336152995105
BET1	-0.1278488878591233	0.07293215376796741	0.10399195055763183
NUP62	0.1403145659561318	1.0700814391554716e-05	2.9279066165009227e-05
MGC45800	-0.7680429950571495	0.0001236116917681615	0.0002865028505302579
WDR27	0.5681219647822013	9.436749715070384e-06	2.605655383724211e-05
LIMS3-LOC440895	-0.1651623262279891	0.3516279828075214	0.4178321580091999
ALCAM	0.5849321980228552	5.647150164297259e-08	2.234191044251278e-07
TPM4	-0.3209858588198884	1.6465495478207293e-09	8.31151903656093e-09
CSF1R	-0.3558527803521834	0.012986358051767687	0.021452460754918867
TPM2	-1.4687669910410968	6.5269722049745e-12	5.1626735024499903e-11
LOC678655	0.04432444392957002	0.4851638471176726	0.5533383031246579
PGA5	-0.5307468952734011	0.004089215686238674	0.007353010601926192
ETF1	-0.2258784445474138	6.772518376263093e-10	3.698679885086799e-09
FBXW9	0.676710920605502	1.0947155062568287e-16	2.603362827570944e-15
C22orf39	-0.14173429873340915	0.026027994864248873	0.04050869943930356
CYB5D2	-0.1453651683657622	0.009183906997825087	0.01557352180564254
FAM21C	0.15648393574296904	0.002742763585370178	0.005075490319394364
FAM21B	0.4936421686746897	1.6899237180164225e-09	8.514955251062851e-09
FAM21A	0.07630583101638067	0.5318838198137561	0.5970371156513016
LRRN2	0.011228375038616178	0.916166026280034	0.9444078889890362
C22orf33	-0.0064653382761816446	0.7399003770532308	0.7892077041725892
C22orf32	0.29225111214087107	0.00015995980948080112	0.00036346293318782074
C22orf31	-0.5986109128822992	6.660281262865565e-07	2.1994511323252188e-06
C22orf30	0.08205935279579357	0.16439747451402476	0.21518387968426123
FBXW4	0.24779370559158842	3.057078507101946e-05	7.762693741865407e-05
C22orf36	0.39569412264441084	0.0004199941782421485	0.0008915032674093106
C22orf34	-0.18882957213469265	0.1212126296147954	0.16429768753474636
CDCP1	-0.6324601251158519	7.1569002892016555e-09	3.249575061563566e-08
TAX1BP1	-0.09254198331788999	0.02640639304354333	0.0410212520865107
TGFBR1	-0.3473189836268098	2.3592084388561882e-07	8.428625020870825e-07
CDCP2	-0.044393280815569924	0.52822659381848	0.593483575066602
