GeneName,Betweenness_Normal,eigenvector_norm,Betweenness_Tumor,eigenvector_tumor,logFC_betweenness,logFC_eigenvector,dice_score,DiCERank,EnsembleScore,DeltaBetweenness,DeltaEigenvector,Regulation
MGST3,2.3e-05,0.010836,2e-05,0.010836,-0.2016244527286913,0.0,-0.2016244527286913,2992.5,0.2878798002396144,-0.2016244527286913,0.0,Decreased_Centrality
ABI2,2.3e-05,0.009421,2e-05,0.009421,-0.2016244527286913,0.0,-0.2016244527286913,2992.5,0.2878798002396144,-0.2016244527286913,0.0,Decreased_Centrality
PTEN,0.00016,0.036097,0.000139,0.036097,-0.2029856599160043,0.0,-0.2029856599160043,2994.0,0.2877973229711609,-0.2029856599160043,0.0,Decreased_Centrality
MESDC2,1.5e-05,0.005464,1.3e-05,0.005464,-0.2064360816574753,0.0,-0.2064360816574753,2999.0,0.2875882575453376,-0.2064360816574753,0.0,Decreased_Centrality
DNM1L,1.5e-05,0.020168,1.3e-05,0.020168,-0.2064360816574753,0.0,-0.2064360816574753,2999.0,0.2875882575453376,-0.2064360816574753,0.0,Decreased_Centrality
SMN1,1.5e-05,0.024288,1.3e-05,0.024288,-0.2064360816574753,0.0,-0.2064360816574753,2999.0,0.2875882575453376,-0.2064360816574753,0.0,Decreased_Centrality
SNRPB,1.5e-05,0.031965,1.3e-05,0.031965,-0.2064360816574753,0.0,-0.2064360816574753,2999.0,0.2875882575453376,-0.2064360816574753,0.0,Decreased_Centrality
NLRP6,1.5e-05,0.018641,1.3e-05,0.018641,-0.2064360816574753,0.0,-0.2064360816574753,2999.0,0.2875882575453376,-0.2064360816574753,0.0,Decreased_Centrality
HOXB13,1.5e-05,0.014825,1.3e-05,0.014825,-0.2064360816574753,0.0,-0.2064360816574753,2999.0,0.2875882575453376,-0.2064360816574753,0.0,Decreased_Centrality
UBE2D2,1.5e-05,0.012396,1.3e-05,0.012396,-0.2064360816574753,0.0,-0.2064360816574753,2999.0,0.2875882575453376,-0.2064360816574753,0.0,Decreased_Centrality
ERLIN2,1.5e-05,0.015136,1.3e-05,0.015136,-0.2064360816574753,0.0,-0.2064360816574753,2999.0,0.2875882575453376,-0.2064360816574753,0.0,Decreased_Centrality
ATP6V0A2,1.5e-05,0.004131,1.3e-05,0.004131,-0.2064360816574753,0.0,-0.2064360816574753,2999.0,0.2875882575453376,-0.2064360816574753,0.0,Decreased_Centrality
MAPT,9.6e-05,0.041153,8.3e-05,0.041153,-0.20992071560605,0.0,-0.20992071560605,3004.0,0.2873771191585309,-0.20992071560605,0.0,Decreased_Centrality
CREB3L1,2.2e-05,0.002122,1.9e-05,0.002122,-0.2114937514308634,0.0,-0.2114937514308634,3005.0,0.2872818069244938,-0.2114937514308634,0.0,Decreased_Centrality
TMEM14B,3.6e-05,0.003402,3.1e-05,0.003402,-0.2157222275619985,0.0,-0.2157222275619985,3006.0,0.2870255981972203,-0.2157222275619985,0.0,Decreased_Centrality
PKN2,7e-06,0.011424,6e-06,0.011424,-0.2223580767697509,0.0,-0.2223580767697509,3021.5,0.2866235236845184,-0.2223580767697509,0.0,Decreased_Centrality
NEK1,7e-06,0.007107,6e-06,0.007107,-0.2223580767697509,0.0,-0.2223580767697509,3021.5,0.2866235236845184,-0.2223580767697509,0.0,Decreased_Centrality
ATXN1L,7e-06,0.003396,6e-06,0.003396,-0.2223580767697509,0.0,-0.2223580767697509,3021.5,0.2866235236845184,-0.2223580767697509,0.0,Decreased_Centrality
ZER1,7e-06,0.001971,6e-06,0.001971,-0.2223580767697509,0.0,-0.2223580767697509,3021.5,0.2866235236845184,-0.2223580767697509,0.0,Decreased_Centrality
TXN2,7e-06,0.005031,6e-06,0.005031,-0.2223580767697509,0.0,-0.2223580767697509,3021.5,0.2866235236845184,-0.2223580767697509,0.0,Decreased_Centrality
MAGEA11,7e-06,0.002679,6e-06,0.002679,-0.2223580767697509,0.0,-0.2223580767697509,3021.5,0.2866235236845184,-0.2223580767697509,0.0,Decreased_Centrality
BCL2L13,7e-06,0.005074,6e-06,0.005074,-0.2223580767697509,0.0,-0.2223580767697509,3021.5,0.2866235236845184,-0.2223580767697509,0.0,Decreased_Centrality
RABEP1,7e-06,0.008572,6e-06,0.008572,-0.2223580767697509,0.0,-0.2223580767697509,3021.5,0.2866235236845184,-0.2223580767697509,0.0,Decreased_Centrality
ACSL3,7e-06,0.017965,6e-06,0.017965,-0.2223580767697509,0.0,-0.2223580767697509,3021.5,0.2866235236845184,-0.2223580767697509,0.0,Decreased_Centrality
SP7,7e-06,0.010556,6e-06,0.010556,-0.2223580767697509,0.0,-0.2223580767697509,3021.5,0.2866235236845184,-0.2223580767697509,0.0,Decreased_Centrality
ARMCX3,7e-06,0.008238,6e-06,0.008238,-0.2223580767697509,0.0,-0.2223580767697509,3021.5,0.2866235236845184,-0.2223580767697509,0.0,Decreased_Centrality
WDR59,7e-06,0.005153,6e-06,0.005153,-0.2223580767697509,0.0,-0.2223580767697509,3021.5,0.2866235236845184,-0.2223580767697509,0.0,Decreased_Centrality
RPL37A,7e-06,0.028397,6e-06,0.028397,-0.2223580767697509,0.0,-0.2223580767697509,3021.5,0.2866235236845184,-0.2223580767697509,0.0,Decreased_Centrality
CALML5,7e-06,0.007088,6e-06,0.007088,-0.2223580767697509,0.0,-0.2223580767697509,3021.5,0.2866235236845184,-0.2223580767697509,0.0,Decreased_Centrality
NTRK3,7e-06,0.012938,6e-06,0.012938,-0.2223580767697509,0.0,-0.2223580767697509,3021.5,0.2866235236845184,-0.2223580767697509,0.0,Decreased_Centrality
GBAS,7e-06,0.016556,6e-06,0.016556,-0.2223580767697509,0.0,-0.2223580767697509,3021.5,0.2866235236845184,-0.2223580767697509,0.0,Decreased_Centrality
USP44,7e-06,0.007632,6e-06,0.007632,-0.2223580767697509,0.0,-0.2223580767697509,3021.5,0.2866235236845184,-0.2223580767697509,0.0,Decreased_Centrality
CETN2,7e-06,0.007572,6e-06,0.007572,-0.2223580767697509,0.0,-0.2223580767697509,3021.5,0.2866235236845184,-0.2223580767697509,0.0,Decreased_Centrality
EIF1AX,7e-06,0.007508,6e-06,0.007508,-0.2223580767697509,0.0,-0.2223580767697509,3021.5,0.2866235236845184,-0.2223580767697509,0.0,Decreased_Centrality
TGM2,7e-06,0.012325,6e-06,0.012325,-0.2223580767697509,0.0,-0.2223580767697509,3021.5,0.2866235236845184,-0.2223580767697509,0.0,Decreased_Centrality
PRPH,7e-06,0.008284,6e-06,0.008284,-0.2223580767697509,0.0,-0.2223580767697509,3021.5,0.2866235236845184,-0.2223580767697509,0.0,Decreased_Centrality
DDX23,7e-06,0.030385,6e-06,0.030385,-0.2223580767697509,0.0,-0.2223580767697509,3021.5,0.2866235236845184,-0.2223580767697509,0.0,Decreased_Centrality
GPC1,7e-06,0.010462,6e-06,0.010462,-0.2223580767697509,0.0,-0.2223580767697509,3021.5,0.2866235236845184,-0.2223580767697509,0.0,Decreased_Centrality
HECTD3,7e-06,0.006292,6e-06,0.006292,-0.2223580767697509,0.0,-0.2223580767697509,3021.5,0.2866235236845184,-0.2223580767697509,0.0,Decreased_Centrality
SAP18,7e-06,0.033457,6e-06,0.033457,-0.2223580767697509,0.0,-0.2223580767697509,3021.5,0.2866235236845184,-0.2223580767697509,0.0,Decreased_Centrality
RPL17,7e-06,0.039905,6e-06,0.039905,-0.2223580767697509,0.0,-0.2223580767697509,3021.5,0.2866235236845184,-0.2223580767697509,0.0,Decreased_Centrality
CCDC33,7e-06,0.003759,6e-06,0.003759,-0.2223580767697509,0.0,-0.2223580767697509,3021.5,0.2866235236845184,-0.2223580767697509,0.0,Decreased_Centrality
TUBA3C,7e-06,0.006489,6e-06,0.006489,-0.2223580767697509,0.0,-0.2223580767697509,3021.5,0.2866235236845184,-0.2223580767697509,0.0,Decreased_Centrality
CCDC6,7e-06,0.014589,6e-06,0.014589,-0.2223580767697509,0.0,-0.2223580767697509,3021.5,0.2866235236845184,-0.2223580767697509,0.0,Decreased_Centrality
MYO6,7e-06,0.024206,6e-06,0.024206,-0.2223580767697509,0.0,-0.2223580767697509,3021.5,0.2866235236845184,-0.2223580767697509,0.0,Decreased_Centrality
FOXP1,1.4e-05,0.012576,1.2e-05,0.012576,-0.222375247724395,0.0,-0.222375247724395,3038.5,0.2866224832746168,-0.222375247724395,0.0,Decreased_Centrality
SEC63,1.4e-05,0.01871,1.2e-05,0.01871,-0.222375247724395,0.0,-0.222375247724395,3038.5,0.2866224832746168,-0.222375247724395,0.0,Decreased_Centrality
EFNA4,1.4e-05,0.008452,1.2e-05,0.008452,-0.222375247724395,0.0,-0.222375247724395,3038.5,0.2866224832746168,-0.222375247724395,0.0,Decreased_Centrality
LYAR,1.4e-05,0.028193,1.2e-05,0.028193,-0.222375247724395,0.0,-0.222375247724395,3038.5,0.2866224832746168,-0.222375247724395,0.0,Decreased_Centrality
RAN,2.1e-05,0.035265,1.8e-05,0.035265,-0.2223809719664478,0.0,-0.2223809719664478,3041.0,0.2866221364355368,-0.2223809719664478,0.0,Decreased_Centrality
CCT3,6.3e-05,0.035514,5.4e-05,0.035514,-0.2223886047485298,0.0,-0.2223886047485298,3042.0,0.2866216739555979,-0.2223886047485298,0.0,Decreased_Centrality
ATG16L1,0.000223,0.044404,0.000191,0.044404,-0.2234699879971345,0.0,-0.2234699879971345,3043.0,0.2865561515741944,-0.2234699879971345,0.0,Decreased_Centrality
RAD18,2e-05,0.023033,1.7e-05,0.023033,-0.2344525246675032,0.0,-0.2344525246675032,3044.5,0.2858907057598426,-0.2344525246675032,0.0,Decreased_Centrality
CCT5,2e-05,0.032648,1.7e-05,0.032648,-0.2344525246675032,0.0,-0.2344525246675032,3044.5,0.2858907057598426,-0.2344525246675032,0.0,Decreased_Centrality
MTCH2,6e-05,0.024036,5.1e-05,0.024036,-0.2344610104932734,0.0,-0.2344610104932734,3046.0,0.2858901915929056,-0.2344610104932734,0.0,Decreased_Centrality
HEXIM1,8.5e-05,0.051349,7.2e-05,0.051349,-0.2394628701864078,0.0,-0.2394628701864078,3047.0,0.2855871225755491,-0.2394628701864078,0.0,Decreased_Centrality
RELA,0.000248,0.040715,0.00021,0.040715,-0.2399497400677093,0.0,-0.2399497400677093,3048.0,0.2855576225124607,-0.2399497400677093,0.0,Decreased_Centrality
DLD,1.3e-05,0.027635,1.1e-05,0.027635,-0.2409879236438541,0.0,-0.2409879236438541,3052.0,0.2854947176539558,-0.2409879236438541,0.0,Decreased_Centrality
ACAA2,1.3e-05,0.008844,1.1e-05,0.008844,-0.2409879236438541,0.0,-0.2409879236438541,3052.0,0.2854947176539558,-0.2409879236438541,0.0,Decreased_Centrality
NAAA,1.3e-05,0.003871,1.1e-05,0.003871,-0.2409879236438541,0.0,-0.2409879236438541,3052.0,0.2854947176539558,-0.2409879236438541,0.0,Decreased_Centrality
DVL3,1.3e-05,0.009192,1.1e-05,0.009192,-0.2409879236438541,0.0,-0.2409879236438541,3052.0,0.2854947176539558,-0.2409879236438541,0.0,Decreased_Centrality
DOT1L,1.3e-05,0.041564,1.1e-05,0.041564,-0.2409879236438541,0.0,-0.2409879236438541,3052.0,0.2854947176539558,-0.2409879236438541,0.0,Decreased_Centrality
ATP5F1,1.3e-05,0.016519,1.1e-05,0.016519,-0.2409879236438541,0.0,-0.2409879236438541,3052.0,0.2854947176539558,-0.2409879236438541,0.0,Decreased_Centrality
PRKAA2,1.3e-05,0.008704,1.1e-05,0.008704,-0.2409879236438541,0.0,-0.2409879236438541,3052.0,0.2854947176539558,-0.2409879236438541,0.0,Decreased_Centrality
CSNK1A1,2.6e-05,0.022948,2.2e-05,0.022948,-0.2409980111505727,0.0,-0.2409980111505727,3056.0,0.2854941064391404,-0.2409980111505727,0.0,Decreased_Centrality
CDK7,1.9e-05,0.027024,1.6e-05,0.027024,-0.2479132771409955,0.0,-0.2479132771409955,3057.0,0.2850751017094889,-0.2479132771409955,0.0,Decreased_Centrality
RAC2,5.7e-05,0.021962,4.8e-05,0.021962,-0.2479227678272758,0.0,-0.2479227678272758,3058.0,0.2850745266567802,-0.2479227678272758,0.0,Decreased_Centrality
CDC5L,2.5e-05,0.048163,2.1e-05,0.048163,-0.2515277755152798,0.0,-0.2515277755152798,3060.0,0.2848560946725592,-0.2515277755152798,0.0,Decreased_Centrality
GSK3A,2.5e-05,0.020971,2.1e-05,0.020971,-0.2515277755152798,0.0,-0.2515277755152798,3060.0,0.2848560946725592,-0.2515277755152798,0.0,Decreased_Centrality
CHRNA4,2.5e-05,0.001878,2.1e-05,0.001878,-0.2515277755152798,0.0,-0.2515277755152798,3060.0,0.2848560946725592,-0.2515277755152798,0.0,Decreased_Centrality
EPB41L1,6e-06,0.009624,5e-06,0.009624,-0.2629863248139465,0.0,-0.2629863248139465,3076.5,0.2841618066498373,-0.2629863248139465,0.0,Decreased_Centrality
RHBDD2,6e-06,0.003416,5e-06,0.003416,-0.2629863248139465,0.0,-0.2629863248139465,3076.5,0.2841618066498373,-0.2629863248139465,0.0,Decreased_Centrality
PUF60,6e-06,0.026875,5e-06,0.026875,-0.2629863248139465,0.0,-0.2629863248139465,3076.5,0.2841618066498373,-0.2629863248139465,0.0,Decreased_Centrality
ARMC6,6e-06,0.008342,5e-06,0.008342,-0.2629863248139465,0.0,-0.2629863248139465,3076.5,0.2841618066498373,-0.2629863248139465,0.0,Decreased_Centrality
PBX3,6e-06,0.001981,5e-06,0.001981,-0.2629863248139465,0.0,-0.2629863248139465,3076.5,0.2841618066498373,-0.2629863248139465,0.0,Decreased_Centrality
CDIPT,6e-06,0.008407,5e-06,0.008407,-0.2629863248139465,0.0,-0.2629863248139465,3076.5,0.2841618066498373,-0.2629863248139465,0.0,Decreased_Centrality
ACVR2A,6e-06,0.001009,5e-06,0.001009,-0.2629863248139465,0.0,-0.2629863248139465,3076.5,0.2841618066498373,-0.2629863248139465,0.0,Decreased_Centrality
KRT15,6e-06,0.00586,5e-06,0.00586,-0.2629863248139465,0.0,-0.2629863248139465,3076.5,0.2841618066498373,-0.2629863248139465,0.0,Decreased_Centrality
SSB,6e-06,0.038615,5e-06,0.038615,-0.2629863248139465,0.0,-0.2629863248139465,3076.5,0.2841618066498373,-0.2629863248139465,0.0,Decreased_Centrality
GALNT12,6e-06,0.001779,5e-06,0.001779,-0.2629863248139465,0.0,-0.2629863248139465,3076.5,0.2841618066498373,-0.2629863248139465,0.0,Decreased_Centrality
LYPD4,6e-06,0.002226,5e-06,0.002226,-0.2629863248139465,0.0,-0.2629863248139465,3076.5,0.2841618066498373,-0.2629863248139465,0.0,Decreased_Centrality
NUCB2,6e-06,0.005232,5e-06,0.005232,-0.2629863248139465,0.0,-0.2629863248139465,3076.5,0.2841618066498373,-0.2629863248139465,0.0,Decreased_Centrality
VMA21,6e-06,0.002386,5e-06,0.002386,-0.2629863248139465,0.0,-0.2629863248139465,3076.5,0.2841618066498373,-0.2629863248139465,0.0,Decreased_Centrality
MCCC1,6e-06,0.010691,5e-06,0.010691,-0.2629863248139465,0.0,-0.2629863248139465,3076.5,0.2841618066498373,-0.2629863248139465,0.0,Decreased_Centrality
SAV1,6e-06,0.005895,5e-06,0.005895,-0.2629863248139465,0.0,-0.2629863248139465,3076.5,0.2841618066498373,-0.2629863248139465,0.0,Decreased_Centrality
HLA-DQA1,6e-06,0.001393,5e-06,0.001393,-0.2629863248139465,0.0,-0.2629863248139465,3076.5,0.2841618066498373,-0.2629863248139465,0.0,Decreased_Centrality
RABGAP1,6e-06,0.00793,5e-06,0.00793,-0.2629863248139465,0.0,-0.2629863248139465,3076.5,0.2841618066498373,-0.2629863248139465,0.0,Decreased_Centrality
GLG1,6e-06,0.008442,5e-06,0.008442,-0.2629863248139465,0.0,-0.2629863248139465,3076.5,0.2841618066498373,-0.2629863248139465,0.0,Decreased_Centrality
RAB1A,6e-06,0.026361,5e-06,0.026361,-0.2629863248139465,0.0,-0.2629863248139465,3076.5,0.2841618066498373,-0.2629863248139465,0.0,Decreased_Centrality
ZYX,6e-06,0.015612,5e-06,0.015612,-0.2629863248139465,0.0,-0.2629863248139465,3076.5,0.2841618066498373,-0.2629863248139465,0.0,Decreased_Centrality
BUD31,6e-06,0.009937,5e-06,0.009937,-0.2629863248139465,0.0,-0.2629863248139465,3076.5,0.2841618066498373,-0.2629863248139465,0.0,Decreased_Centrality
PURG,6e-06,0.008603,5e-06,0.008603,-0.2629863248139465,0.0,-0.2629863248139465,3076.5,0.2841618066498373,-0.2629863248139465,0.0,Decreased_Centrality
SMARCE1,6e-06,0.018845,5e-06,0.018845,-0.2629863248139465,0.0,-0.2629863248139465,3076.5,0.2841618066498373,-0.2629863248139465,0.0,Decreased_Centrality
RAB25,6e-06,0.008352,5e-06,0.008352,-0.2629863248139465,0.0,-0.2629863248139465,3076.5,0.2841618066498373,-0.2629863248139465,0.0,Decreased_Centrality
PRKCD,6e-06,0.008584,5e-06,0.008584,-0.2629863248139465,0.0,-0.2629863248139465,3076.5,0.2841618066498373,-0.2629863248139465,0.0,Decreased_Centrality
SREBF1,6e-06,0.006307,5e-06,0.006307,-0.2629863248139465,0.0,-0.2629863248139465,3076.5,0.2841618066498373,-0.2629863248139465,0.0,Decreased_Centrality
NFKBIA,6e-06,0.006711,5e-06,0.006711,-0.2629863248139465,0.0,-0.2629863248139465,3076.5,0.2841618066498373,-0.2629863248139465,0.0,Decreased_Centrality
SERPINB2,6e-06,0.003493,5e-06,0.003493,-0.2629863248139465,0.0,-0.2629863248139465,3076.5,0.2841618066498373,-0.2629863248139465,0.0,Decreased_Centrality
ARF4,6e-06,0.020165,5e-06,0.020165,-0.2629863248139465,0.0,-0.2629863248139465,3076.5,0.2841618066498373,-0.2629863248139465,0.0,Decreased_Centrality
ACVR2B,6e-06,0.002416,5e-06,0.002416,-0.2629863248139465,0.0,-0.2629863248139465,3076.5,0.2841618066498373,-0.2629863248139465,0.0,Decreased_Centrality
TFG,1.2e-05,0.015264,1e-05,0.015264,-0.2630103631203604,0.0,-0.2630103631203604,3095.5,0.2841603501383894,-0.2630103631203604,0.0,Decreased_Centrality
SSX2IP,1.2e-05,0.009708,1e-05,0.009708,-0.2630103631203604,0.0,-0.2630103631203604,3095.5,0.2841603501383894,-0.2630103631203604,0.0,Decreased_Centrality
FGFR1OP,1.2e-05,0.005418,1e-05,0.005418,-0.2630103631203604,0.0,-0.2630103631203604,3095.5,0.2841603501383894,-0.2630103631203604,0.0,Decreased_Centrality
SMARCC2,1.2e-05,0.025794,1e-05,0.025794,-0.2630103631203604,0.0,-0.2630103631203604,3095.5,0.2841603501383894,-0.2630103631203604,0.0,Decreased_Centrality
PRKCZ,1.2e-05,0.018568,1e-05,0.018568,-0.2630103631203604,0.0,-0.2630103631203604,3095.5,0.2841603501383894,-0.2630103631203604,0.0,Decreased_Centrality
ARFGEF1,1.2e-05,0.00738,1e-05,0.00738,-0.2630103631203604,0.0,-0.2630103631203604,3095.5,0.2841603501383894,-0.2630103631203604,0.0,Decreased_Centrality
PMPCB,1.2e-05,0.014895,1e-05,0.014895,-0.2630103631203604,0.0,-0.2630103631203604,3095.5,0.2841603501383894,-0.2630103631203604,0.0,Decreased_Centrality
SRP9,1.2e-05,0.026764,1e-05,0.026764,-0.2630103631203604,0.0,-0.2630103631203604,3095.5,0.2841603501383894,-0.2630103631203604,0.0,Decreased_Centrality
TRIM41,2.4e-05,0.004338,2e-05,0.004338,-0.2630223839261238,0.0,-0.2630223839261238,3100.0,0.2841596217825349,-0.2630223839261238,0.0,Decreased_Centrality
PARK2,0.003427,0.113263,0.002845,0.113263,-0.2685174532058276,0.0,-0.2685174532058276,3101.0,0.2838266685713139,-0.2685174532058276,0.0,Decreased_Centrality
YWHAH,8.7e-05,0.036106,7.2e-05,0.036106,-0.2730150397207573,0.0,-0.2730150397207573,3102.0,0.2835541541048592,-0.2730150397207573,0.0,Decreased_Centrality
TCOF1,2.3e-05,0.022159,1.9e-05,0.022159,-0.2756212378013848,0.0,-0.2756212378013848,3103.0,0.2833962412604792,-0.2756212378013848,0.0,Decreased_Centrality
MTA2,3.4e-05,0.030304,2.8e-05,0.030304,-0.2800988268730049,0.0,-0.2800988268730049,3104.0,0.2831249384644561,-0.2800988268730049,0.0,Decreased_Centrality
ERBB2,0.000269,0.028927,0.000221,0.028927,-0.2835586383167245,0.0,-0.2835586383167245,3105.0,0.2829153041046747,-0.2835586383167245,0.0,Decreased_Centrality
DNAJA2,2.8e-05,0.030825,2.3e-05,0.030825,-0.2837817653956392,0.0,-0.2837817653956392,3106.0,0.2829017845522079,-0.2837817653956392,0.0,Decreased_Centrality
MIDN,1.1e-05,0.033944,9e-06,0.033944,-0.2894774747843002,0.0,-0.2894774747843002,3108.0,0.2825566743025263,-0.2894774747843002,0.0,Decreased_Centrality
EIF3E,1.1e-05,0.024644,9e-06,0.024644,-0.2894774747843002,0.0,-0.2894774747843002,3108.0,0.2825566743025263,-0.2894774747843002,0.0,Decreased_Centrality
MFAP4,1.1e-05,0.002275,9e-06,0.002275,-0.2894774747843002,0.0,-0.2894774747843002,3108.0,0.2825566743025263,-0.2894774747843002,0.0,Decreased_Centrality
SSRP1,3.3e-05,0.041696,2.7e-05,0.041696,-0.289496902403962,0.0,-0.289496902403962,3110.0,0.2825554971584316,-0.289496902403962,0.0,Decreased_Centrality
HIST1H1E,0.000102,0.035377,8.3e-05,0.035377,-0.2973826728610125,0.0,-0.2973826728610125,3111.0,0.2820776883332863,-0.2973826728610125,0.0,Decreased_Centrality
SND1,1.6e-05,0.028155,1.3e-05,0.028155,-0.2995394752078196,0.0,-0.2995394752078196,3112.0,0.2819470049459101,-0.2995394752078196,0.0,Decreased_Centrality
HIF1AN,3.7e-05,0.013216,3e-05,0.013216,-0.3025536722181702,0.0,-0.3025536722181702,3113.5,0.2817643709293462,-0.3025536722181702,0.0,Decreased_Centrality
LAMP1,3.7e-05,0.022776,3e-05,0.022776,-0.3025536722181702,0.0,-0.3025536722181702,3113.5,0.2817643709293462,-0.3025536722181702,0.0,Decreased_Centrality
RBBP7,2.1e-05,0.029665,1.7e-05,0.029665,-0.3048384177383602,0.0,-0.3048384177383602,3115.0,0.2816259353029603,-0.3048384177383602,0.0,Decreased_Centrality
RPN2,6.2e-05,0.036238,5e-05,0.036238,-0.3103345360870674,0.0,-0.3103345360870674,3116.0,0.2812929185273189,-0.3103345360870674,0.0,Decreased_Centrality
GTF2F1,5e-06,0.01368,4e-06,0.01368,-0.3218559763619713,0.0,-0.3218559763619713,3135.5,0.2805948198606489,-0.3218559763619713,0.0,Decreased_Centrality
QKI,5e-06,0.009499,4e-06,0.009499,-0.3218559763619713,0.0,-0.3218559763619713,3135.5,0.2805948198606489,-0.3218559763619713,0.0,Decreased_Centrality
ATN1,5e-06,0.004872,4e-06,0.004872,-0.3218559763619713,0.0,-0.3218559763619713,3135.5,0.2805948198606489,-0.3218559763619713,0.0,Decreased_Centrality
LMNB2,5e-06,0.017192,4e-06,0.017192,-0.3218559763619713,0.0,-0.3218559763619713,3135.5,0.2805948198606489,-0.3218559763619713,0.0,Decreased_Centrality
TUBG1,5e-06,0.02382,4e-06,0.02382,-0.3218559763619713,0.0,-0.3218559763619713,3135.5,0.2805948198606489,-0.3218559763619713,0.0,Decreased_Centrality
EPB41L3,5e-06,0.014007,4e-06,0.014007,-0.3218559763619713,0.0,-0.3218559763619713,3135.5,0.2805948198606489,-0.3218559763619713,0.0,Decreased_Centrality
LENG8,5e-06,0.00852,4e-06,0.00852,-0.3218559763619713,0.0,-0.3218559763619713,3135.5,0.2805948198606489,-0.3218559763619713,0.0,Decreased_Centrality
KRT2,5e-06,0.015624,4e-06,0.015624,-0.3218559763619713,0.0,-0.3218559763619713,3135.5,0.2805948198606489,-0.3218559763619713,0.0,Decreased_Centrality
ADCY9,5e-06,0.005729,4e-06,0.005729,-0.3218559763619713,0.0,-0.3218559763619713,3135.5,0.2805948198606489,-0.3218559763619713,0.0,Decreased_Centrality
ZC3H4,5e-06,0.013113,4e-06,0.013113,-0.3218559763619713,0.0,-0.3218559763619713,3135.5,0.2805948198606489,-0.3218559763619713,0.0,Decreased_Centrality
MYH14,5e-06,0.014836,4e-06,0.014836,-0.3218559763619713,0.0,-0.3218559763619713,3135.5,0.2805948198606489,-0.3218559763619713,0.0,Decreased_Centrality
ITGA6,5e-06,0.00805,4e-06,0.00805,-0.3218559763619713,0.0,-0.3218559763619713,3135.5,0.2805948198606489,-0.3218559763619713,0.0,Decreased_Centrality
SMPD4,5e-06,0.010983,4e-06,0.010983,-0.3218559763619713,0.0,-0.3218559763619713,3135.5,0.2805948198606489,-0.3218559763619713,0.0,Decreased_Centrality
INTS12,5e-06,0.006462,4e-06,0.006462,-0.3218559763619713,0.0,-0.3218559763619713,3135.5,0.2805948198606489,-0.3218559763619713,0.0,Decreased_Centrality
LLGL2,5e-06,0.006073,4e-06,0.006073,-0.3218559763619713,0.0,-0.3218559763619713,3135.5,0.2805948198606489,-0.3218559763619713,0.0,Decreased_Centrality
FABP5,5e-06,0.009323,4e-06,0.009323,-0.3218559763619713,0.0,-0.3218559763619713,3135.5,0.2805948198606489,-0.3218559763619713,0.0,Decreased_Centrality
MME,5e-06,0.007383,4e-06,0.007383,-0.3218559763619713,0.0,-0.3218559763619713,3135.5,0.2805948198606489,-0.3218559763619713,0.0,Decreased_Centrality
SAAL1,5e-06,0.005507,4e-06,0.005507,-0.3218559763619713,0.0,-0.3218559763619713,3135.5,0.2805948198606489,-0.3218559763619713,0.0,Decreased_Centrality
RAB6B,5e-06,0.006559,4e-06,0.006559,-0.3218559763619713,0.0,-0.3218559763619713,3135.5,0.2805948198606489,-0.3218559763619713,0.0,Decreased_Centrality
PFDN1,5e-06,0.005989,4e-06,0.005989,-0.3218559763619713,0.0,-0.3218559763619713,3135.5,0.2805948198606489,-0.3218559763619713,0.0,Decreased_Centrality
SKA3,5e-06,0.008661,4e-06,0.008661,-0.3218559763619713,0.0,-0.3218559763619713,3135.5,0.2805948198606489,-0.3218559763619713,0.0,Decreased_Centrality
POLR2G,5e-06,0.006885,4e-06,0.006885,-0.3218559763619713,0.0,-0.3218559763619713,3135.5,0.2805948198606489,-0.3218559763619713,0.0,Decreased_Centrality
CLCC1,5e-06,0.009866,4e-06,0.009866,-0.3218559763619713,0.0,-0.3218559763619713,3135.5,0.2805948198606489,-0.3218559763619713,0.0,Decreased_Centrality
HOXC8,5e-06,0.002004,4e-06,0.002004,-0.3218559763619713,0.0,-0.3218559763619713,3135.5,0.2805948198606489,-0.3218559763619713,0.0,Decreased_Centrality
TSGA10IP,5e-06,0.002638,4e-06,0.002638,-0.3218559763619713,0.0,-0.3218559763619713,3135.5,0.2805948198606489,-0.3218559763619713,0.0,Decreased_Centrality
HNF4A,5e-06,0.007985,4e-06,0.007985,-0.3218559763619713,0.0,-0.3218559763619713,3135.5,0.2805948198606489,-0.3218559763619713,0.0,Decreased_Centrality
FOXL1,5e-06,0.006044,4e-06,0.006044,-0.3218559763619713,0.0,-0.3218559763619713,3135.5,0.2805948198606489,-0.3218559763619713,0.0,Decreased_Centrality
MPZL1,5e-06,0.00394,4e-06,0.00394,-0.3218559763619713,0.0,-0.3218559763619713,3135.5,0.2805948198606489,-0.3218559763619713,0.0,Decreased_Centrality
NFATC1,5e-06,0.007659,4e-06,0.007659,-0.3218559763619713,0.0,-0.3218559763619713,3135.5,0.2805948198606489,-0.3218559763619713,0.0,Decreased_Centrality
PCGF6,5e-06,0.007679,4e-06,0.007679,-0.3218559763619713,0.0,-0.3218559763619713,3135.5,0.2805948198606489,-0.3218559763619713,0.0,Decreased_Centrality
C10orf88,5e-06,0.003773,4e-06,0.003773,-0.3218559763619713,0.0,-0.3218559763619713,3135.5,0.2805948198606489,-0.3218559763619713,0.0,Decreased_Centrality
